"date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type",year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
"19821226,1982,82054,USSR,SEMI KAZAKH,UGS,50.066,79.043,5.7,0,0,20,150,FMS/WR,NA,SHAFT",1982,82054,USSR,SEMI KAZAKH,UGS,50.066,79.043,5.7,0,0,20,150,SOVIET EXPERIMENT,NA,UNDERGROUND
"19830311,1983,83055,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,NA,TUNNEL",1983,83055,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAFETY TESTING,NA,UNDERGROUND
"19830330,1983,83006,USSR,SEMI KAZAKH,HFS,49,79,5,0,0,0.001,20,WR,NA,TUNNEL",1983,83006,USSR,SEMI KAZAKH,HFS,49,79,5,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19830412,1983,83007,USSR,SEMI KAZAKH,HFS,49.815,78.222,4.9,0,0,0.001,20,WE,NA,TUNNEL",1983,83007,USSR,SEMI KAZAKH,HFS,49.815,78.222,4.9,0,0,0.001,20,EFFECT TESTING,NA,UNDERGROUND
"19830419,1983,83009,FRANCE,MURUROA,UGS,-21.847,-138.906,5.6,0,0,0,150,WR,EURYTOS,SHAFT/LG",1983,83009,FRANCE,MURUROA,UGS,-21.847,-138.906,5.6,0,0,0,150,WEAPONS TESTING,EURYTOS,UNDERGROUND
"19830425,1983,83057,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,AUTOMEDON,SHAFT/GR",1983,83057,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS TESTING,AUTOMEDON,UNDERGROUND
"19830504,1983,83056,CHINA,LOP NOR,NRD,41.5,89,0,0,0,NA,NA,WR,NA,UG",1983,83056,CHINA,LOP NOR,NRD,41.5,89,0,0,0,NA,NA,WEAPONS TESTING,NA,UNDERGROUND
"19830525,1983,83012,FRANCE,MURUROA,UGS,-21.895,-138.918,5.9,4.1,0,0,150,WR,CINYRAS,SHAFT/LG",1983,83012,FRANCE,MURUROA,UGS,-21.895,-138.918,5.9,4.1,0,0,150,WEAPONS TESTING,CINYRAS,UNDERGROUND
"19830526,1983,83054,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,MINI JADE,TUNNEL",1983,83054,USA,NTS,DOE,37,-116,0,0,0,0,20,EFFECT TESTING,MINI JADE,UNDERGROUND
"19830530,1983,83014,USSR,SEMI KAZAKH,UGS,49.74,78.206,5.4,0,0,0.001,20,FMS/WR,NA,TUNNEL",1983,83014,USSR,SEMI KAZAKH,UGS,49.74,78.206,5.4,0,0,0.001,20,SOVIET EXPERIMENT,NA,UNDERGROUND
"19830612,1983,83016,USSR,SEMI KAZAKH,UGS,49.906,78.981,6.1,4.6,0,0.001,150,WR,NA,SHAFT",1983,83016,USSR,SEMI KAZAKH,UGS,49.906,78.981,6.1,4.6,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19830618,1983,83058,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,BURISIS,SHAFT/GR",1983,83058,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS TESTING,BURISIS,UNDERGROUND
"19830624,1983,83017,USSR,SEMI KAZAKH,UGS,49.81,78.107,4.7,0,0,0.001,20,WR,NA,TUNNEL",1983,83017,USSR,SEMI KAZAKH,UGS,49.81,78.107,4.7,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19830628,1983,83018,FRANCE,MURUROA,UGS,-21.745,-138.917,5.4,4.5,0,0,20,WR,OXYLOS,SHAFT/LG",1983,83018,FRANCE,MURUROA,UGS,-21.745,-138.917,5.4,4.5,0,0,20,WEAPONS TESTING,OXYLOS,UNDERGROUND
"19830710,1983,83019,USSR,KAZAKH,UGS,51.308,53.273,5.3,0,0,15,15,PNE,LIRA,SHAFT",1983,83019,USSR,KAZAKH,UGS,51.308,53.273,5.3,0,0,15,15,CIVIL TESTING,LIRA,UNDERGROUND
"19830710,1983,83020,USSR,KAZAKH,UGS,51.34,53.27,5.3,0,0,15,15,PNE,LIRA,SHAFT",1983,83020,USSR,KAZAKH,UGS,51.34,53.27,5.3,0,0,15,15,CIVIL TESTING,LIRA,UNDERGROUND
"19830710,1983,83021,USSR,KAZAKH,UGS,51.344,53.291,5.2,0,0,15,15,PNE,LIRA,SHAFT",1983,83021,USSR,KAZAKH,UGS,51.344,53.291,5.2,0,0,15,15,CIVIL TESTING,LIRA,UNDERGROUND
"19830720,1983,83022,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,BATTOS,SHAFT/GR",1983,83022,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,20,WEAPONS TESTING,BATTOS,UNDERGROUND
"19830804,1983,83025,FRANCE,MURUROA,UGS,-21.835,-138.922,5.2,0,0,0,150,WR,CARNABON,SHAFT/LG",1983,83025,FRANCE,MURUROA,UGS,-21.835,-138.922,5.2,0,0,0,150,WEAPONS TESTING,CARNABON,UNDERGROUND
"19830818,1983,83027,USSR,NZ RUSS,UGS,73.383,54.913,5.9,4.2,0,0.001,150,WR/P/S,NA,TUNNEL",1983,83027,USSR,NZ RUSS,UGS,73.383,54.913,5.9,4.2,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19830827,1983,83028,USA,NTS,UGS,37.192,-115.992,4.1,0,0,0,20,WR,JARLSBERG,SHAFT",1983,83028,USA,NTS,UGS,37.192,-115.992,4.1,0,0,0,20,WEAPONS TESTING,JARLSBERG,UNDERGROUND
"19830911,1983,83030,USSR,SEMI KAZAKH,UGS,49.878,78.183,4.8,0,0,0.001,20,WE,NA,TUNNEL",1983,83030,USSR,SEMI KAZAKH,UGS,49.878,78.183,4.8,0,0,0.001,20,EFFECT TESTING,NA,UNDERGROUND
"19830921,1983,83052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BRANCO/HERKIM,SHAFT",1983,83052,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,BRANCO/HERKIM,UNDERGROUND
"19830924,1983,83033,USSR,ASTRAK RUSS,UGS,46.816,48.291,5.1,0,0,8.5,8.5,PNE,VEGA,SHAFT",1983,83033,USSR,ASTRAK RUSS,UGS,46.816,48.291,5.1,0,0,8.5,8.5,CIVIL TESTING,VEGA,UNDERGROUND
"19830924,1983,83034,USSR,ASTRAK RUSS,UGS,46.817,48.279,5,0,0,8.5,8.5,PNE,VEGA,SHAFT",1983,83034,USSR,ASTRAK RUSS,UGS,46.817,48.279,5,0,0,8.5,8.5,CIVIL TESTING,VEGA,UNDERGROUND
"19830924,1983,83035,USSR,ASTRAK RUSS,UGS,46.86,48.272,4.9,0,0,8.5,8.5,PNE,VEGA,SHAFT",1983,83035,USSR,ASTRAK RUSS,UGS,46.86,48.272,4.9,0,0,8.5,8.5,CIVIL TESTING,VEGA,UNDERGROUND
"19830924,1983,83036,USSR,ASTRAK RUSS,UGS,46.78,48.3,5.2,0,0,8.5,8.5,PNE,VEGA,SHAFT",1983,83036,USSR,ASTRAK RUSS,UGS,46.78,48.3,5.2,0,0,8.5,8.5,CIVIL TESTING,VEGA,UNDERGROUND
"19830924,1983,83037,USSR,ASTRAK RUSS,UGS,46.796,48.297,5.2,0,0,8.5,8.5,PNE,VEGA,SHAFT",1983,83037,USSR,ASTRAK RUSS,UGS,46.796,48.297,5.2,0,0,8.5,8.5,CIVIL TESTING,VEGA,UNDERGROUND
"19830924,1983,83038,USSR,ASTRAK RUSS,UGS,46.837,48.231,5.2,0,0,8.5,8.5,PNE,VEGA,SHAFT",1983,83038,USSR,ASTRAK RUSS,UGS,46.837,48.231,5.2,0,0,8.5,8.5,CIVIL TESTING,VEGA,UNDERGROUND
"19830925,1983,83039,USSR,NZ RUSS,UGS,73.348,54.495,5.8,0,0,0.001,150,WR/WE,NA,TUNNEL",1983,83039,USSR,NZ RUSS,UGS,73.348,54.495,5.8,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19830929,1983,83053,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,NAVATA,SHAFT",1983,83053,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,NAVATA,UNDERGROUND
"19831006,1983,83040,USSR,SEMI KAZAKH,UGS,49.932,78.843,6,0,0,0.001,150,WR,NA,SHAFT",1983,83040,USSR,SEMI KAZAKH,UGS,49.932,78.843,6,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19831006,1983,83041,CHINA,LOP NOR,UGS,41.566,88.766,5.5,0,0,20,100,WR,NA,UG",1983,83041,CHINA,LOP NOR,UGS,41.566,88.766,5.5,0,0,20,100,WEAPONS TESTING,NA,UNDERGROUND
"19831026,1983,83042,USSR,SEMI KAZAKH,UGS,49.921,78.907,6.1,4.6,0,20,150,WR,NA,SHAFT",1983,83042,USSR,SEMI KAZAKH,UGS,49.921,78.907,6.1,4.6,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19831102,1983,83059,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,NA,TUNNEL",1983,83059,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19831120,1983,83043,USSR,SEMI KAZAKH,UGS,50.066,79.036,5.5,0,0,0.001,20,WR,NA,SHAFT",1983,83043,USSR,SEMI KAZAKH,UGS,50.066,79.036,5.5,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19831129,1983,83044,USSR,SEMI KAZAKH,UGS,49.764,78.169,5.4,0,0,0.001,20,WR,NA,TUNNEL",1983,83044,USSR,SEMI KAZAKH,UGS,49.764,78.169,5.4,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19831129,1983,83060,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,NA,TUNNEL",1983,83060,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19831203,1983,83045,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,LINOS,SHAFT/GR",1983,83045,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WEAPONS TESTING,LINOS,UNDERGROUND
"19831207,1983,83046,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,GYGES,SHAFT/LG",1983,83046,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,20,WEAPONS TESTING,GYGES,UNDERGROUND
"19831209,1983,83047,USA,NTS,UGS,37.021,-115.975,0,0,0,0,20,WR,MUGGINS,SHAFT",1983,83047,USA,NTS,UGS,37.021,-115.975,0,0,0,0,20,WEAPONS TESTING,MUGGINS,UNDERGROUND
"19831226,1983,83049,USSR,SEMI KAZAKH,UGS,49.838,78.218,5.5,0,0,0.001,20,FMS,NA,TUNNEL",1983,83049,USSR,SEMI KAZAKH,UGS,49.838,78.218,5.5,0,0,0.001,20,SOVIET EXPERIMENT,NA,UNDERGROUND
"19840131,1984,84001,USA,NTS,BKY,37,-116,4.4,0,0,20,150,WR,GORBEA,SHAFT",1984,84001,USA,NTS,BKY,37,-116,4.4,0,0,20,150,WEAPONS TESTING,GORBEA,UNDERGROUND
"19840215,1984,84002,USA,NTS,BKY,37,-116,4.6,0,0,0,20,WE,MIDAS MYTH/MILA,TUNNEL",1984,84002,USA,NTS,BKY,37,-116,4.6,0,0,0,20,EFFECT TESTING,MIDAS MYTH/MILA,UNDERGROUND
"19840219,1984,84003,USSR,SEMI KAZAKH,UGS,49.888,78.788,5.9,4.3,0,20,150,WR,NA,SHAFT",1984,84003,USSR,SEMI KAZAKH,UGS,49.888,78.788,5.9,4.3,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19840301,1984,84004,USA,NTS,BKY,37,-116,5.5,0,0,20,150,WR,TORTUGAS,SHAFT",1984,84004,USA,NTS,BKY,37,-116,5.5,0,0,20,150,WEAPONS TESTING,TORTUGAS,UNDERGROUND
"19840307,1984,84005,USSR,SEMI KAZAKH,UGS,50.022,78.978,5.6,0,0,20,150,WR,NA,SHAFT",1984,84005,USSR,SEMI KAZAKH,UGS,50.022,78.978,5.6,0,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19840329,1984,84006,USSR,SEMI KAZAKH,UGS,49.934,79.013,5.9,4.3,0,20,150,WR,NA,SHAFT",1984,84006,USSR,SEMI KAZAKH,UGS,49.934,79.013,5.9,4.3,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19840331,1984,84007,USA,NTS,BKY,37,-116,4.1,0,0,0,20,WR,AGRINI,SHAFT",1984,84007,USA,NTS,BKY,37,-116,4.1,0,0,0,20,WEAPONS TESTING,AGRINI,UNDERGROUND
"19840415,1984,84008,USSR,SEMI KAZAKH,UGS,49.766,78.185,5.7,0,0,0.001,150,WR,NA,TUNNEL",1984,84008,USSR,SEMI KAZAKH,UGS,49.766,78.185,5.7,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19840425,1984,84009,USSR,SEMI KAZAKH,UGS,49.934,78.915,6,5,0,0.001,150,WR,NA,SHAFT",1984,84009,USSR,SEMI KAZAKH,UGS,49.934,78.915,6,5,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19840501,1984,84010,UK,NTS,BKY,37,-116,5.3,0,0,20,150,WR,MUNDO,SHAFT",1984,84010,UK,NTS,BKY,37,-116,5.3,0,0,20,150,WEAPONS TESTING,MUNDO,UNDERGROUND
"19840502,1984,84011,USA,NTS,BKY,37,-116,3.3,0,0,0,20,WR,ORKNEY,SHAFT",1984,84011,USA,NTS,BKY,37,-116,3.3,0,0,0,20,WEAPONS TESTING,ORKNEY,UNDERGROUND
"19840508,1984,84012,FRANCE,MURUROA,WTN,0,0,5.3,0,0,0,5,WR,DEMOPHON,SHAFT/GR",1984,84012,FRANCE,MURUROA,WTN,0,0,5.3,0,0,0,5,WEAPONS TESTING,DEMOPHON,UNDERGROUND
"19840512,1984,84013,FRANCE,MURUROA,UGS,-21.852,-138.961,5.7,3.8,0,0,150,WR,MIDAS,SHAFT/LG",1984,84013,FRANCE,MURUROA,UGS,-21.852,-138.961,5.7,3.8,0,0,150,WEAPONS TESTING,MIDAS,UNDERGROUND
"19840516,1984,84014,USA,NTS,BKY,37,-116,3.5,0,0,0,20,WR,BELLOW,SHAFT",1984,84014,USA,NTS,BKY,37,-116,3.5,0,0,0,20,WEAPONS TESTING,BELLOW,UNDERGROUND
"19840526,1984,84015,USSR,SEMI KAZAKH,UGS,49.98,79.06,6,0,0,0.001,150,WR,NA,SHAFT",1984,84015,USSR,SEMI KAZAKH,UGS,49.98,79.06,6,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19840531,1984,84016,USA,NTS,BKY,37,-116,5.6,0,0,20,150,WR,CAPROCK,SHAFT",1984,84016,USA,NTS,BKY,37,-116,5.6,0,0,20,150,WEAPONS TESTING,CAPROCK,UNDERGROUND
"19840612,1984,84017,FRANCE,MURUROA,WTN,0,0,4.7,0,0,0,20,WR,ARISTEE,SHAFT/GR",1984,84017,FRANCE,MURUROA,WTN,0,0,4.7,0,0,0,20,WEAPONS TESTING,ARISTEE,UNDERGROUND
"19840616,1984,84018,FRANCE,MURUROA,UGS,-21.933,-138.992,5.3,0,0,0,150,WR,ECHEMOS,SHAFT/LG",1984,84018,FRANCE,MURUROA,UGS,-21.933,-138.992,5.3,0,0,0,150,WEAPONS TESTING,ECHEMOS,UNDERGROUND
"19840620,1984,84019,USA,NTS,BKY,37,-116,4.5,0,0,20,150,WR,DUORO,SHAFT",1984,84019,USA,NTS,BKY,37,-116,4.5,0,0,20,150,WEAPONS TESTING,DUORO,UNDERGROUND
"19840712,1984,84021,USA,NTS,BKY,37,-116,3.8,0,0,0,20,WR,NORMANNA,SHAFT",1984,84021,USA,NTS,BKY,37,-116,3.8,0,0,0,20,WEAPONS TESTING,NORMANNA,UNDERGROUND
"19840714,1984,84022,USSR,SEMI KAZAKH,UGS,49.891,78.963,6.2,4.6,0,0.001,150,WR,NA,SHAFT",1984,84022,USSR,SEMI KAZAKH,UGS,49.891,78.963,6.2,4.6,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19840721,1984,84023,USSR,KAZAKHSTAN,UGS,51.356,53.249,5.4,0,0,15,15,PNE,LIRA,SHAFT",1984,84023,USSR,KAZAKHSTAN,UGS,51.356,53.249,5.4,0,0,15,15,CIVIL TESTING,LIRA,UNDERGROUND
"19840721,1984,84024,USSR,KAZAKHSTAN,UGS,51.374,53.257,5.3,0,0,15,15,PNE,LIRA,SHAFT",1984,84024,USSR,KAZAKHSTAN,UGS,51.374,53.257,5.3,0,0,15,15,CIVIL TESTING,LIRA,UNDERGROUND
"19840721,1984,84025,USSR,KAZAKHSTAN,UGS,51.353,53.271,5.3,0,0,15,15,PNE,LIRA,SHAFT",1984,84025,USSR,KAZAKHSTAN,UGS,51.353,53.271,5.3,0,0,15,15,CIVIL TESTING,LIRA,UNDERGROUND
"19840725,1984,84026,USA,NTS,BKY,37,-116,5.2,0,0,20,150,WR,KAPPELI,SHAFT",1984,84026,USA,NTS,BKY,37,-116,5.2,0,0,20,150,WEAPONS TESTING,KAPPELI,UNDERGROUND
"19840802,1984,84027,USA,NTS,BKY,37,-116,4.4,0,0,0,20,WR,CORREO,SHAFT",1984,84027,USA,NTS,BKY,37,-116,4.4,0,0,0,20,WEAPONS TESTING,CORREO,UNDERGROUND
"19840811,1984,84028,USSR,KOMI RUSS,UGS,65.025,55.187,5.3,0,0,8.5,8.5,PNE,KVARTS,SHAFT",1984,84028,USSR,KOMI RUSS,UGS,65.025,55.187,5.3,0,0,8.5,8.5,CIVIL TESTING,KVARTS,UNDERGROUND
"19840825,1984,84029,USSR,TYUMEN RUSS,UGS,61.889,72.149,5.3,0,0,8.5,8.5,PNE,KVARTS,SHAFT",1984,84029,USSR,TYUMEN RUSS,UGS,61.889,72.149,5.3,0,0,8.5,8.5,CIVIL TESTING,KVARTS,UNDERGROUND
"19840826,1984,84059,USSR,NZ RUSS,NOA,74.1,53.8,3.8,0,0,0.001,20,WE,NA,TUNNEL",1984,84059,USSR,NZ RUSS,NOA,74.1,53.8,3.8,0,0,0.001,20,EFFECT TESTING,NA,UNDERGROUND
"19840827,1984,84057,USSR,MURM RUSS,UGS,67.774,33.688,0,0,0,1.7,1.7,PNE,DNEPR-2,TUNNEL",1984,84057,USSR,MURM RUSS,UGS,67.774,33.688,0,0,0,1.7,1.7,CIVIL TESTING,DNEPR-2,UNDERGROUND
"19840828,1984,84030,USSR,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,PNE,GELIY,SHAFT",1984,84030,USSR,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,CIVIL TESTING,GELIY,UNDERGROUND
"19840828,1984,84031,USSR,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,PNE,GELIY,SHAFT",1984,84031,USSR,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,CIVIL TESTING,GELIY,UNDERGROUND
"19840830,1984,84032,USA,NTS,BKY,0,0,4.3,0,0,0,20,WR,DOLCETTO,SHAFT",1984,84032,USA,NTS,BKY,0,0,4.3,0,0,0,20,WEAPONS TESTING,DOLCETTO,UNDERGROUND
"19840830,1984,84058,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WEXFORD,SHAFT",1984,84058,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,WEXFORD,UNDERGROUND
"19840909,1984,84033,USSR,SEMI KAZAKH,UGS,49.873,78.208,5,0,0,0.001,20,WE,NA,TUNNEL",1984,84033,USSR,SEMI KAZAKH,UGS,49.873,78.208,5,0,0,0.001,20,EFFECT TESTING,NA,UNDERGROUND
"19840913,1984,84034,USA,NTS,BKY,0,0,5,0,0,20,150,WE,BRETON,SHAFT",1984,84034,USA,NTS,BKY,0,0,5,0,0,20,150,EFFECT TESTING,BRETON,UNDERGROUND
"19840917,1984,84036,USSR,KEMERO RUSS,UGS,55.835,87.408,4.9,0,0,10,10,PNE,KVARTS,SHAFT",1984,84036,USSR,KEMERO RUSS,UGS,55.835,87.408,4.9,0,0,10,10,CIVIL TESTING,KVARTS,UNDERGROUND
"19841002,1984,84054,USA,NTS,BKY,0,0,4.3,0,0,0,20,WR,VERMEJO,SHAFT",1984,84054,USA,NTS,BKY,0,0,4.3,0,0,0,20,WEAPONS TESTING,VERMEJO,UNDERGROUND
"19841003,1984,84037,CHINA,LOP NOR,UGS,41.633,88.781,5.3,0,0,15,70,WR,NA,UG",1984,84037,CHINA,LOP NOR,UGS,41.633,88.781,5.3,0,0,15,70,WEAPONS TESTING,NA,UNDERGROUND
"19841018,1984,84038,USSR,SEMI KAZAKH,NOA,50,80,4.5,0,0,0.001,20,WE,NA,TUNNEL",1984,84038,USSR,SEMI KAZAKH,NOA,50,80,4.5,0,0,0.001,20,EFFECT TESTING,NA,UNDERGROUND
"19841025,1984,84039,USSR,NZ RUSS,UGS,73.365,54.979,5.8,5.3,0,0.001,150,WR,NA,TUNNEL",1984,84039,USSR,NZ RUSS,UGS,73.365,54.979,5.8,5.3,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19841027,1984,84040,USSR,SEMI KAZAKH,UGS,49.95,78.842,6.2,4.4,0,20,150,WR,NA,SHAFT",1984,84040,USSR,SEMI KAZAKH,UGS,49.95,78.842,6.2,4.4,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19841027,1984,84041,USSR,ASTRAK RUSS,UGS,47.044,47.919,4.8,0,0,3.2,3.2,PNE,VEGA,SHAFT",1984,84041,USSR,ASTRAK RUSS,UGS,47.044,47.919,4.8,0,0,3.2,3.2,CIVIL TESTING,VEGA,UNDERGROUND
"19841027,1984,84042,USSR,ASTRAK RUSS,UGS,46.843,48.023,4.8,0,0,3.2,3.2,PNE,VEGA,SHAFT",1984,84042,USSR,ASTRAK RUSS,UGS,46.843,48.023,4.8,0,0,3.2,3.2,CIVIL TESTING,VEGA,UNDERGROUND
"19841027,1984,84043,FRANCE,MURUROA,WTN,0,0,4.8,0,0,0,20,WR,MACHAON,SHAFT/GR",1984,84043,FRANCE,MURUROA,WTN,0,0,4.8,0,0,0,20,WEAPONS TESTING,MACHAON,UNDERGROUND
"19841102,1984,84044,FRANCE,MURUROA,BKY,0,0,0,0,0,0,150,WR,ACASTE,SHAFT/LG",1984,84044,FRANCE,MURUROA,BKY,0,0,0,0,0,0,150,WEAPONS TESTING,ACASTE,UNDERGROUND
"19841110,1984,84045,USA,NTS,BKY,0,0,4.4,0,0,0,20,WR,VILLITA,SHAFT",1984,84045,USA,NTS,BKY,0,0,4.4,0,0,0,20,WEAPONS TESTING,VILLITA,UNDERGROUND
"19841123,1984,84046,USSR,SEMI KAZAKH,NOA,49,78,4.3,0,0,0.001,20,WR,NA,TUNNEL",1984,84046,USSR,SEMI KAZAKH,NOA,49,78,4.3,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19841201,1984,84056,FRANCE,MURUROA,WTN,-22,-139,4.2,0,0,0,5,WR,MILLETOS,SHAFT/GR",1984,84056,FRANCE,MURUROA,WTN,-22,-139,4.2,0,0,0,5,WEAPONS TESTING,MILLETOS,UNDERGROUND
"19841202,1984,84047,USSR,SEMI KAZAKH,NOA,50,81,6.1,0,0,0.001,150,WR/FMS,NA,SHAFT",1984,84047,USSR,SEMI KAZAKH,NOA,50,81,6.1,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19841206,1984,84048,FRANCE,MURUROA,BKY,0,0,0,0,0,0,150,WR,MENNON,SHAFT/LG",1984,84048,FRANCE,MURUROA,BKY,0,0,0,0,0,0,150,WEAPONS TESTING,MENNON,UNDERGROUND
"19841209,1984,84049,UK,NTS,NOA,36,-112,5.1,0,0,20,150,WR,EGMONT,SHAFT",1984,84049,UK,NTS,NOA,36,-112,5.1,0,0,20,150,WEAPONS TESTING,EGMONT,UNDERGROUND
"19841215,1984,84050,USA,NTS,NOA,37,-116,5,0,0,20,150,WR,TIERRA,SHAFT",1984,84050,USA,NTS,NOA,37,-116,5,0,0,20,150,WEAPONS TESTING,TIERRA,UNDERGROUND
"19841216,1984,84051,USSR,SEMI KAZAKH,NOA,48,77,6.6,0,0,0.001,150,WR,NA,SHAFT",1984,84051,USSR,SEMI KAZAKH,NOA,48,77,6.6,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19841219,1984,84052,CHINA,LOP NOR,HFS,41.5,89,4.7,0,0,5,50,WR,NA,UG",1984,84052,CHINA,LOP NOR,HFS,41.5,89,4.7,0,0,5,50,WEAPONS TESTING,NA,UNDERGROUND
"19841220,1984,84055,USA,NTS,BKY,0,0,4.2,0,0,0,20,WR,MINERO,SHAFT",1984,84055,USA,NTS,BKY,0,0,4.2,0,0,0,20,WEAPONS TESTING,MINERO,UNDERGROUND
"19841228,1984,84053,USSR,SEMI KAZAKH,NOA,49,80,6.6,0,0,0.001,150,WR/PNE,NA,SHAFT",1984,84053,USSR,SEMI KAZAKH,NOA,49,80,6.6,0,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19850210,1985,85001,USSR,SEMI KAZAKH,UGS,49.869,78.818,5.9,4.4,0,0.001,150,WR,NA,SHAFT",1985,85001,USSR,SEMI KAZAKH,UGS,49.869,78.818,5.9,4.4,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
"19850323,1985,85003,USA,NTS,UGS,37.18,-116.089,5.4,0,0,20,150,WR,COTTAGE,SHAFT",1985,85003,USA,NTS,UGS,37.18,-116.089,5.4,0,0,20,150,WEAPONS TESTING,COTTAGE,UNDERGROUND
"19850406,1985,85005,USA,NTS,UGS,37.201,-116.207,4.8,0,0,0,20,WE,MISTY RAIN,TUNNEL",1985,85005,USA,NTS,UGS,37.201,-116.207,4.8,0,0,0,20,EFFECT TESTING,MISTY RAIN,UNDERGROUND
"19850425,1985,85006,USSR,SEMI KAZAKH,UGS,49.907,78.932,5.9,4.1,0,20,150,WR,NA,SHAFT",1985,85006,USSR,SEMI KAZAKH,UGS,49.907,78.932,5.9,4.1,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19850430,1985,85007,FRANCE,MURUROA,WTN,0,0,0,0,0,0,20,WR,CERCYON,SHAFT/GR",1985,85007,FRANCE,MURUROA,WTN,0,0,0,0,0,0,20,WEAPONS TESTING,CERCYON,UNDERGROUND
"19850508,1985,85009,FRANCE,MURUROA,WTN,0,0,0,0,0,0,150,WR,NISOS,SHAFT/LG",1985,85009,FRANCE,MURUROA,WTN,0,0,0,0,0,0,150,WEAPONS TESTING,NISOS,UNDERGROUND
"19850603,1985,85010,FRANCE,MURUROA,WTN,0,0,0,0,0,0,20,WR,TALAOS,SHAFT/GR",1985,85010,FRANCE,MURUROA,WTN,0,0,0,0,0,0,20,WEAPONS TESTING,TALAOS,UNDERGROUND
"19850607,1985,85011,FRANCE,MURUROA,WTN,0,0,0,0,0,0,20,WR,ERGINOS,SHAFT/LG",1985,85011,FRANCE,MURUROA,WTN,0,0,0,0,0,0,20,WEAPONS TESTING,ERGINOS,UNDERGROUND
"19850615,1985,85014,USSR,SEMI KAZAKH,HFS,50,79,7.2,4.5,0,0.001,150,WR,NA,SHAFT",1985,85014,USSR,SEMI KAZAKH,HFS,50,79,7.2,4.5,0,0.001,150,WEAPONS TESTING,NA,UNDERGROUND
