"date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type",year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
"19620925,1962,62106,USSR,NZ RUSS,UGS,73.7,55,0,0,0,19100,19100,WR,NA,ATMOSPH",1962,62106,USSR,NZ RUSS,UGS,73.7,55,0,0,0,19100,19100,WEAPONS TESTING,NA,ATMOSPHERE
"19620927,1962,62107,USSR,NZ RUSS,UGS,74.3,52.4,0,0,0,10000,50000,WR,NA,ATMOSPH",1962,62107,USSR,NZ RUSS,UGS,74.3,52.4,0,0,0,10000,50000,WEAPONS TESTING,NA,ATMOSPHERE
"19620928,1962,62108,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,FMS,NA,ATMOSPH",1962,62108,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,SOVIET EXPERIMENT,NA,ATMOSPHERE
"19620929,1962,62109,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ALLEGHENY,SHAFT",1962,62109,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,ALLEGHENY,UNDERGROUND
"19621002,1962,62110,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,75,75,WR,ANDROSCOGGIN,AIRDROP",1962,62110,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,75,75,WEAPONS TESTING,ANDROSCOGGIN,AIRDROP
"19621005,1962,62111,USA,NTS,DOE,37,-116,0,0,0,115,115,WR,MISSISSIPPI,SHAFT",1962,62111,USA,NTS,DOE,37,-116,0,0,0,115,115,WEAPONS TESTING,MISSISSIPPI,UNDERGROUND
"19621006,1962,62112,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,11.3,11.3,WR,BUMPING,AIRDROP",1962,62112,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,11.3,11.3,WEAPONS TESTING,BUMPING,AIRDROP
"19621007,1962,62113,USSR,NZ RUSS,DOE,73,55,0,0,0,320,320,WR,NA,ATMOSPH",1962,62113,USSR,NZ RUSS,DOE,73,55,0,0,0,320,320,WEAPONS TESTING,NA,ATMOSPHERE
"19621009,1962,62114,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,8,8,WR,NA,ATMOSPH",1962,62114,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,8,8,WEAPONS TESTING,NA,ATMOSPHERE
"19621009,1962,62115,USSR,NZ RUSS,MTM,73,55,0,0,0,15,15,WR,NA,ATMOSPH",1962,62115,USSR,NZ RUSS,MTM,73,55,0,0,0,15,15,WEAPONS TESTING,NA,ATMOSPHERE
"19621010,1962,62116,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,9.2,9.2,WR,NA,ATMOSPH",1962,62116,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,9.2,9.2,WEAPONS TESTING,NA,ATMOSPHERE
"19621012,1962,62117,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ROANOKE,SHAFT",1962,62117,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,ROANOKE,UNDERGROUND
"19621012,1962,62118,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WOLVERINE,SHAFT",1962,62118,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,WOLVERINE,UNDERGROUND
"19621013,1962,62119,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.9,4.9,WR,NA,ATMOSPH",1962,62119,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.9,4.9,WEAPONS TESTING,NA,ATMOSPHERE
"19621014,1962,62120,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR,NA,ATMOSPH",1962,62120,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WEAPONS TESTING,NA,ATMOSPHERE
"19621018,1962,62121,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,1590,1590,WR,CHAMA,AIRDROP",1962,62121,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,1590,1590,WEAPONS TESTING,CHAMA,AIRDROP
"19621018,1962,62122,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TIOGA,SHAFT",1962,62122,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,TIOGA,UNDERGROUND
"19621019,1962,62123,USA,NTS,DOE,37,-116,0,0,0,12.5,12.5,WR,BANDICOOT,SHAFT",1962,62123,USA,NTS,DOE,37,-116,0,0,0,12.5,12.5,WEAPONS TESTING,BANDICOOT,UNDERGROUND
"19621020,1962,62124,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,6.7,6.7,WR,NA,ATMOSPH",1962,62124,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,6.7,6.7,WEAPONS TESTING,NA,ATMOSPHERE
"19621020,1962,62125,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,CHECKMATE,ROCKET",1962,62125,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,EFFECT TESTING,CHECKMATE,SPACE
"19621022,1962,62126,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,NA,SPACE",1962,62126,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,EFFECT TESTING,NA,SPACE
"19621022,1962,62127,USSR,NZ RUSS,UGS,73.4,54.9,0,0,0,8200,8200,WR,NA,ATMOSPH",1962,62127,USSR,NZ RUSS,UGS,73.4,54.9,0,0,0,8200,8200,WEAPONS TESTING,NA,ATMOSPHERE
"19621026,1962,62128,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,BLUEGILL:3 PRIM,ROCKET",1962,62128,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,EFFECT TESTING,BLUEGILL:3 PRIM,SPACE
"19621027,1962,62129,USSR,NZ RUSS,DOE,73,55,0,0,0,260,260,WR,NA,ATMOSPH",1962,62129,USSR,NZ RUSS,DOE,73,55,0,0,0,260,260,WEAPONS TESTING,NA,ATMOSPHERE
"19621027,1962,62130,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SANTEE,SHAFT",1962,62130,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,SANTEE,UNDERGROUND
"19621027,1962,62131,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,800,800,WR,CALAMITY,AIRDROP",1962,62131,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,800,800,WEAPONS TESTING,CALAMITY,AIRDROP
"19621028,1962,62132,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,7.8,7.8,WR,NA,ATMOSPH",1962,62132,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,7.8,7.8,WEAPONS TESTING,NA,ATMOSPHERE
"19621028,1962,62133,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,NA,SPACE",1962,62133,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,EFFECT TESTING,NA,SPACE
"19621028,1962,62134,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,7.8,7.8,WR,NA,ATMOSPH",1962,62134,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,7.8,7.8,WEAPONS TESTING,NA,ATMOSPHERE
"19621029,1962,62135,USSR,NZ RUSS,DOE,73,55,0,0,0,360,360,WR,NA,ATMOSPH",1962,62135,USSR,NZ RUSS,DOE,73,55,0,0,0,360,360,WEAPONS TESTING,NA,ATMOSPHERE
"19621030,1962,62136,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,NA,SURFACE",1962,62136,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WEAPONS TESTING,NA,SURFACE
"19621030,1962,62137,USSR,NZ RUSS,DOE,73,55,0,0,0,280,280,WR,NA,ATMOSPH",1962,62137,USSR,NZ RUSS,DOE,73,55,0,0,0,280,280,WEAPONS TESTING,NA,ATMOSPHERE
"19621030,1962,62138,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,8300,8300,WR,HOUSATONIC,AIRDROP",1962,62138,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,8300,8300,WEAPONS TESTING,HOUSATONIC,AIRDROP
"19621031,1962,62139,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,10,10,WR,NA,ATMOSPH",1962,62139,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,10,10,WEAPONS TESTING,NA,ATMOSPHERE
"19621101,1962,62140,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WR,NA,ATMOSPH",1962,62140,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WEAPONS TESTING,NA,ATMOSPHERE
"19621101,1962,62141,USSR,NZ RUSS,DOE,73,55,0,0,0,240,240,WR,NA,ATMOSPH",1962,62141,USSR,NZ RUSS,DOE,73,55,0,0,0,240,240,WEAPONS TESTING,NA,ATMOSPHERE
"19621101,1962,62142,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,NA,ATMOSPH",1962,62142,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,EFFECT TESTING,NA,ATMOSPHERE
"19621101,1962,62143,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,KINGFISH,ROCKET",1962,62143,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,EFFECT TESTING,KINGFISH,SPACE
"19621103,1962,62144,USSR,NZ RUSS,DOE,73,55,0,0,0,390,390,WR,NA,ATMOSPH",1962,62144,USSR,NZ RUSS,DOE,73,55,0,0,0,390,390,WEAPONS TESTING,NA,ATMOSPHERE
"19621103,1962,62145,USSR,NZ RUSS,DOE,73,55,0,0,0,45,45,WR,NA,ATMOSPH",1962,62145,USSR,NZ RUSS,DOE,73,55,0,0,0,45,45,WEAPONS TESTING,NA,ATMOSPHERE
"19621103,1962,62146,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.7,4.7,WR,NA,ATMOSPH",1962,62146,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.7,4.7,WEAPONS TESTING,NA,ATMOSPHERE
"19621104,1962,62147,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,8.4,8.4,WR,NA,ATMOSPH",1962,62147,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,8.4,8.4,WEAPONS TESTING,NA,ATMOSPHERE
"19621104,1962,62148,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,TIGHTROPE,ROCKET",1962,62148,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,EFFECT TESTING,TIGHTROPE,SPACE
"19621105,1962,62149,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,WE,NA,SURFACE",1962,62149,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,EFFECT TESTING,NA,SURFACE
"19621109,1962,62150,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ST.LAWRENCE,SHAFT",1962,62150,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,ST.LAWRENCE,UNDERGROUND
"19621111,1962,62151,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.1,0.1,WR,NA,SURFACE",1962,62151,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.1,0.1,WEAPONS TESTING,NA,SURFACE
"19621113,1962,62152,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WR,NA,SURFACE",1962,62152,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WEAPONS TESTING,NA,SURFACE
"19621114,1962,62153,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,12,12,WR,NA,ATMOSPH",1962,62153,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,12,12,WEAPONS TESTING,NA,ATMOSPHERE
"19621115,1962,62154,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI,SHAFT",1962,62154,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,GUNDI,UNDERGROUND
"19621117,1962,62155,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WR,NA,ATMOSPH",1962,62155,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WEAPONS TESTING,NA,ATMOSPHERE
"19621124,1962,62156,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,NA,SURFACE",1962,62156,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAFETY TESTING,NA,SURFACE
"19621126,1962,62157,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.031,0.031,SAM,NA,SURFACE",1962,62157,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.031,0.031,SAFETY TESTING,NA,SURFACE
"19621127,1962,62158,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,ANACOSTIA,SHAFT",1962,62158,USA,NTS,DOE,37,-116,0,0,0,0,20,CIVIL TESTING,ANACOSTIA,UNDERGROUND
"19621201,1962,62159,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.4,2.4,WR,NA,ATMOSPH",1962,62159,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.4,2.4,WEAPONS TESTING,NA,ATMOSPHERE
"19621204,1962,62160,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TAUNTON,SHAFT",1962,62160,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,TAUNTON,UNDERGROUND
"19621207,1962,62161,UK,NTS,UGS,37.1,-116,0,0,0,0,20,WR,TENDRAC,SHAFT",1962,62161,UK,NTS,UGS,37.1,-116,0,0,0,0,20,WEAPONS TESTING,TENDRAC,UNDERGROUND
"19621212,1962,62162,USA,NTS,UGS,74.3,52.4,0,0,0,0,20,WR,MADISON,TUNNEL",1962,62162,USA,NTS,UGS,74.3,52.4,0,0,0,0,20,WEAPONS TESTING,MADISON,UNDERGROUND
"19621212,1962,62163,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,NUMBAT,SHAFT",1962,62163,USA,NTS,UGS,37,-116,0,0,0,0,20,WEAPONS TESTING,NUMBAT,UNDERGROUND
"19621214,1962,62164,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MANATEE,SHAFT",1962,62164,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,MANATEE,UNDERGROUND
"19621218,1962,62165,USSR,NZ RUSS,DOE,73,55,0,0,0,110,110,WR,NA,ATMOSPH",1962,62165,USSR,NZ RUSS,DOE,73,55,0,0,0,110,110,WEAPONS TESTING,NA,ATMOSPHERE
"19621218,1962,62166,USSR,NZ RUSS,DOE,73,55,0,0,0,69,69,FMS,NA,ATMOSPH",1962,62166,USSR,NZ RUSS,DOE,73,55,0,0,0,69,69,SOVIET EXPERIMENT,NA,ATMOSPHERE
"19621220,1962,62167,USSR,NZ RUSS,DOE,73,55,0,0,0,8.3,8.3,WR,NA,ATMOSPH",1962,62167,USSR,NZ RUSS,DOE,73,55,0,0,0,8.3,8.3,WEAPONS TESTING,NA,ATMOSPHERE
"19621222,1962,62168,USSR,NZ RUSS,DOE,73,55,0,0,0,6.3,6.3,WR,NA,ATMOSPH",1962,62168,USSR,NZ RUSS,DOE,73,55,0,0,0,6.3,6.3,WEAPONS TESTING,NA,ATMOSPHERE
"19621223,1962,62169,USSR,NZ RUSS,DOE,73,55,0,0,0,430,430,WR,NA,ATMOSPH",1962,62169,USSR,NZ RUSS,DOE,73,55,0,0,0,430,430,WEAPONS TESTING,NA,ATMOSPHERE
"19621223,1962,62170,USSR,NZ RUSS,MTM,73,55,0,0,0,8.3,8.3,WR,NA,ATMOSPH",1962,62170,USSR,NZ RUSS,MTM,73,55,0,0,0,8.3,8.3,WEAPONS TESTING,NA,ATMOSPHERE
"19621223,1962,62171,USSR,NZ RUSS,MTM,73,55,0,0,0,2.4,2.4,WR,NA,ATMOSPH",1962,62171,USSR,NZ RUSS,MTM,73,55,0,0,0,2.4,2.4,WEAPONS TESTING,NA,ATMOSPHERE
"19621223,1962,62172,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,NA,SURFACE",1962,62172,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAFETY TESTING,NA,SURFACE
"19621224,1962,62173,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.007,0.007,SAM,NA,SURFACE",1962,62173,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.007,0.007,SAFETY TESTING,NA,SURFACE
"19621224,1962,62174,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.028,0.028,SAM,NA,SURFACE",1962,62174,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.028,0.028,SAFETY TESTING,NA,SURFACE
"19621224,1962,62175,USSR,NZ RUSS,UGS,74.2,52.3,0,0,0,24200,24200,WR,NA,ATMOSPH",1962,62175,USSR,NZ RUSS,UGS,74.2,52.3,0,0,0,24200,24200,WEAPONS TESTING,NA,ATMOSPHERE
"19621224,1962,62176,USSR,NZ RUSS,UGS,73.6,57.5,0,0,0,1100,1100,WR,NA,ATMOSPH",1962,62176,USSR,NZ RUSS,UGS,73.6,57.5,0,0,0,1100,1100,WEAPONS TESTING,NA,ATMOSPHERE
"19621225,1962,62177,USSR,NZ RUSS,UGS,73.4,56.5,0,0,0,3100,3100,WR,NA,ATMOSPH",1962,62177,USSR,NZ RUSS,UGS,73.4,56.5,0,0,0,3100,3100,WEAPONS TESTING,NA,ATMOSPHERE
"19621225,1962,62178,USSR,NZ RUSS,MTM,73,55,0,0,0,8.5,8.5,WR,NA,ATMOSPH",1962,62178,USSR,NZ RUSS,MTM,73,55,0,0,0,8.5,8.5,WEAPONS TESTING,NA,ATMOSPHERE
"19630208,1963,63001,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CASSELMAN,SHAFT",1963,63001,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,CASSELMAN,UNDERGROUND
"19630208,1963,63003,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FERRET,SHAFT",1963,63003,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,FERRET,UNDERGROUND
"19630208,1963,63004,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HATCHIE,SHAFT",1963,63004,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,HATCHIE,UNDERGROUND
"19630215,1963,63005,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,CHIPMUNK,SHAFT",1963,63005,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,CHIPMUNK,UNDERGROUND
"19630221,1963,63006,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CARMEL,SHAFT",1963,63006,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,CARMEL,UNDERGROUND
"19630221,1963,63007,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,KAWEAH,SHAFT",1963,63007,USA,NTS,DOE,37,-116,0,0,0,0,20,CIVIL TESTING,KAWEAH,UNDERGROUND
"19630301,1963,63008,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,JERBOA,SHAFT",1963,63008,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,JERBOA,UNDERGROUND
"19630315,1963,63009,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TOYAH,SHAFT",1963,63009,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,TOYAH,UNDERGROUND
"19630318,1963,63010,FRANCE,IN ECKER ALG,UGS,24,5,0,0,0,0,20,WR,EMERAUDE,GALLERY",1963,63010,FRANCE,IN ECKER ALG,UGS,24,5,0,0,0,0,20,WEAPONS TESTING,EMERAUDE,UNDERGROUND
"19630329,1963,63011,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,GERBIL,SHAFT",1963,63011,USA,NTS,UGS,37,-116,0,0,0,0,20,WEAPONS TESTING,GERBIL,UNDERGROUND
"19630330,1963,63012,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,AMETHYSTE,GALLERY",1963,63012,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WEAPONS TESTING,AMETHYSTE,UNDERGROUND
"19630405,1963,63013,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,FERRET PRIME,SHAFT",1963,63013,USA,NTS,UGS,37,-116,0,0,0,0,20,WEAPONS TESTING,FERRET PRIME,UNDERGROUND
"19630410,1963,63014,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,COYPU,SHAFT",1963,63014,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,COYPU,UNDERGROUND
"19630411,1963,63015,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CUMBERLAND,SHAFT",1963,63015,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,CUMBERLAND,UNDERGROUND
"19630424,1963,63016,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KOOTANAI,SHAFT",1963,63016,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,KOOTANAI,UNDERGROUND
"19630424,1963,63017,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PAISANO,SHAFT",1963,63017,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,PAISANO,UNDERGROUND
"19630509,1963,63018,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI PRIME,SHAFT",1963,63018,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,GUNDI PRIME,UNDERGROUND
"19630515,1963,63043,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,DOUBLE TRACKS,SURFACE",1963,63043,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,DOUBLE TRACKS,SURFACE
"19630517,1963,63019,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HARKEE,SHAFT",1963,63019,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,HARKEE,UNDERGROUND
"19630517,1963,63020,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,TEJON,SHAFT",1963,63020,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,TEJON,UNDERGROUND
"19630522,1963,63021,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,STONES,SHAFT",1963,63021,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WEAPONS TESTING,STONES,UNDERGROUND
"19630525,1963,63044,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:I,SURFACE",1963,63044,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:I,SURFACE
"19630529,1963,63022,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PLEASANT,SHAFT",1963,63022,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,PLEASANT,UNDERGROUND
"19630531,1963,63045,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:II,SURFACE",1963,63045,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:II,SURFACE
"19630605,1963,63023,USA,NTS,UGS,37.2,-116.2,0,0,0,3.1,3.1,WR,YUBA,TUNNEL",1963,63023,USA,NTS,UGS,37.2,-116.2,0,0,0,3.1,3.1,WEAPONS TESTING,YUBA,UNDERGROUND
"19630606,1963,63024,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,HUTIA,SHAFT",1963,63024,USA,NTS,UGS,37,-116,0,0,0,0,20,WEAPONS TESTING,HUTIA,UNDERGROUND
"19630606,1963,63025,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,APSHAPA,SHAFT",1963,63025,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,APSHAPA,UNDERGROUND
"19630609,1963,63046,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:III,SURFACE",1963,63046,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:III,SURFACE
"19630614,1963,63026,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,MATACO,SHAFT",1963,63026,USA,NTS,UGS,37,-116,0,0,0,0,20,WEAPONS TESTING,MATACO,UNDERGROUND
"19630625,1963,63027,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,KENNEBEC,SHAFT",1963,63027,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WEAPONS TESTING,KENNEBEC,UNDERGROUND
"19630812,1963,63028,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PEKAN,SHAFT",1963,63028,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,PEKAN,UNDERGROUND
"19630815,1963,63029,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SATSOP,SHAFT",1963,63029,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,SATSOP,UNDERGROUND
"19630823,1963,63030,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NATCHES/KOHOCTO,SHAFT",1963,63030,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,NATCHES/KOHOCTO,UNDERGROUND
"19630913,1963,63031,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,WR,AHTANUM,SHAFT",1963,63031,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,WEAPONS TESTING,AHTANUM,UNDERGROUND
"19630913,1963,63032,USA,NTS,UGS,37.1,-116,0,0,0,249,249,WR,EILBY,SHAFT",1963,63032,USA,NTS,UGS,37.1,-116,0,0,0,249,249,WEAPONS TESTING,EILBY,UNDERGROUND
"19630927,1963,63047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CARP,SHAFT",1963,63047,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,CARP,UNDERGROUND
"19630927,1963,63048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NARRAGUAGUS,SHAFT",1963,63048,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,NARRAGUAGUS,UNDERGROUND
"19631011,1963,63033,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GRUNION,SHAFT",1963,63033,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,GRUNION,UNDERGROUND
"19631011,1963,63034,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,TORNILLO,SHAFT",1963,63034,USA,NTS,DOE,37,-116,0,0,0,0,20,CIVIL TESTING,TORNILLO,UNDERGROUND
"19631017,1963,63049,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,MULLET,SHAFT",1963,63049,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,MULLET,UNDERGROUND
"19631020,1963,63036,FRANCE,IN ECKER ALG,UGS,24.1,5.1,0,0,0,0,150,WR,RUBIS,GALLERY",1963,63036,FRANCE,IN ECKER ALG,UGS,24.1,5.1,0,0,0,0,150,WEAPONS TESTING,RUBIS,UNDERGROUND
"19631026,1963,63037,USA,FALLON NV,DOE,39.2,-118.38,0,0,0,12,12,PNE:V,SHOAL,SHAFT",1963,63037,USA,FALLON NV,DOE,39.2,-118.38,0,0,0,12,12,CIVIL TESTING,SHOAL,UNDERGROUND
"19631114,1963,63038,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,ANCHOVY,SHAFT",1963,63038,USA,NTS,UGS,37,-116,0,0,0,0,20,WEAPONS TESTING,ANCHOVY,UNDERGROUND
